29,35,38,39,40,33,28,32,37,23,28,22,27,30,40,23,26,29,40,31,22,39,36,22,27,30,35,22,35,33,26,35,39,32,29,26,38,29,37,23,38,27,37,38,23,40,34,35,26,34,37,28,25,40,38,29,37,30,36,39,23,33,40,40,32,30,38,40,39,33,24,24,39,37,24,26,33,32,24,25,25,29,31,37,25,23,32,39,25,22,26,39,28,36,24,30,27,39,22,31,27,28,30,30,27,31,26,29,40,31,39,38,31,27,23,30,38,29,28,25,35,40,23,33,32,25,23,29,29,33,25,29,32,25,28,25,32,26,38,38,25,22,35,25,40,25,24,22,40,26,27,24,28,22,25,25,23,25,36,33,26,22,33,37,33,39,27,31,34,40,27,25,40,29,30,26,37,39,32,26,38,30,34,30,32,40,32,36,25,24,22,27,40,35,34,35,23,32,27,31,27,27,33,39,29,31,26,23,23,30,28,26,39,25,29,31,22,26,38,23,22,38,32,36,32,30,36,24,23,38,35,34,38,30,28,23,35,40,29,29,36,26,38,33,33,37,39,33,23,39,26,35,39,36,25,35,29,31,34,31,27,28,23,27,37,36,33,33,27,29,35,40,35,25,37,30,39,23,39,31,29,39,29,23,33,38,22,24,33,24,23,26,40,24,29,29,22,27,26,22,40,35,40,29,23,34,33,33,39,29,34,38,40,28,40,27,26,32,30,38,37,32,33,38,31,31,35,31,40,36,32,40,35,35,40,39,26,32,36,24,35,29,24,35,35,28,24,35,37,24,33,40,37,24,28,39,32,32,30,39,33,34,39,34,39,33,32,38,29,34,40,30,38,36,25,29,29,35,33,29,24,22,35,34,34,38,29,40,27,28,38,29,34,23,32,39,37,24,29,24,22,30,35,30,22,23,34,23,38,24,27,29,32,35,22,40,30,30,38,32,29,23,40,22,34,37,23,40,22,25,28,31,38,25,31,35,30,30,37,36,24,30,25,31,29,37,26,25,28,36,37,23,35,29,30,29,36,31,30,38,25,32,31,40,26,29,24,40,39,29,33,28,40,33,34,34,22,40,35,30,33,37,30,28,39,27,36,36,35,40,25,31,39,29,33,23,36,39,30,38,32,28,35,37,28,36,34,30,40,32,36,29,28,40,26,25,27,33,33,25,32,34,22,30,25,36,22,31,22,37,26,25,38,28,28,33,26,29,39,24,32,32,33,28,22,33,30,27,23,33,32,40,33,24,34,28,29,37,39,34,32,25,26,37,30,33,26,32,30,39,36,25,38,39,30,23,38,38,35,39,28,32,34,22,25,23,25,22,29,36,25,40,28,28,33,22,37,24,23,35,31,37,30,38,29,37,35,39,38,39,30,33,31,22,27,28,28,33,24,27,23,27,37,38,24,29,36,30,33,37,24
27,36,27,24,25,36,27,33,38,22,36,31,32,22,38,36,23,29,35,38,38,32,37,34,36,39,34,25,22,26,23,31,34,26,32,35,33,28,27,27,38,24,37,23,22,35,37,24,39,31,37,35,37,28,30,40,39,37,27,31,25,35,26,30,37,22,32,39,35,25,37,28,32,33,35,26,33,31,31,26,36,26,22,32,28,24,35,26,29,24,36,36,27,22,30,29,31,40,35,40,37,40,34,22,30,35,36,37,28,25,38,35,27,37,24,39,26,36,31,27,31,25,32,33,25,34,38,29,34,30,26,32,22,35,31,22,33,35,33,32,28,22,40,39,25,23,23,37,28,37,37,22,33,35,33,37,23,22,27,37,24,27,35,35,34,25,25,38,22,39,31,23,25,30,23,39,29,35,32,22,30,27,36,28,29,24,30,24,23,33,27,40,27,23,40,27,27,28,22,37,23,30,30,35,28,22,25,30,26,23,33,36,25,39,29,22,25,36,22,38,32,38,31,30,39,27,27,37,40,32,33,32,30,25,36,24,35,40,32,39,26,22,30,29,34,33,37,33,26,38,37,23,36,24,35,38,30,36,23,27,38,22,29,36,22,36,22,30,39,26,24,26,28,36,36,27,23,26,30,36,27,36,40,31,35,39,32,33,23,40,36,33,32,31,23,27,23,40,40,39,24,26,36,29,25,27,38,38,23,31,32,37,31,38,28,26,34,29,30,32,24,25,37,22,26,30,32,28,38,30,40,33,40,39,23,26,33,28,40,35,31,23,26,27,33,39,28,40,39,38,32,28,24,38,22,25,30,29,37,22,35,37,24,37,36,39,36,26,22,30,39,31,23,26,37,32,28,24,32,29,31,24,30,26,26,33,36,31,23,29,40,30,33,35,40,35,32,30,23,22,36,26,29,34,37,31,40,27,33,31,28,33,27,31,29,24,38,25,27,33,35,36,25,28,23,26,36,33,23,27,27,40,33,30,40,27,28,33,36,24,26,31,35,27,27,36,29,36,27,29,31,35,40,31,25,31,34,30,34,32,33,38,31,39,26,38,26,30,34,25,35,27,36,35,34,28,22,27,30,22,32,40,30,37,33,33,22,38,28,22,33,26,39,37,38,32,28,30,34,36,40,34,32,28,38,24,35,35,37,38,31,30,22,29,25,29,37,27,31,33,25,31,29,32,28,33,33,28,30,31,35,24,29,32,24,25,25,30,25,37,30,25,25,29,35,22,26,29,32,35,22,22,39,33,25,24,30,29,29,29,32,36,37,33,37,27,38,25,33,25,33,33,25,37,22,24,22,28,26,36,37,34,22,30,35,30,28,31,40,29,28,40,28,33,25,34,23,29,29,38,31,36,25,25,32,30,23,22,32,28,31,40,36,23,26,25,26,30,39,25,30,22,30,40,38,23,22,30,22,38,26
40,35,23,26,31,24,32,26,31,38,23,31,22,33,34,34,37,24,33,22,36,32,31,24,39,25,26,23,28,31,33,35,22,36,25,28,39,33,31,32,32,31,27,24,28,23,22,27,29,31,22,39,24,26,38,23,31,25,38,36,23,38,31,26,28,31,33,31,23,36,22,38,25,27,38,34,32,32,28,38,33,24,31,34,35,39,38,23,40,40,22,22,39,26,35,30,25,37,24,34,40,37,40,37,28,38,31,39,35,30,38,30,26,28,28,29,37,33,28,29,28,28,33,29,24,38,28,22,25,39,30,25,40,25,34,23,23,23,35,22,33,23,27,28,35,39,39,27,34,24,24,35,29,28,24,27,29,31,26,38,32,32,34,22,25,31,31,33,23,35,35,40,28,23,37,38,33,34,38,36,39,24,24,22,39,31,39,38,25,30,39,33,26,23,37,34,33,39,24,24,25,30,33,28,34,24,30,22,29,31,27,27,36,35,22,39,32,34,25,26,27,28,33,36,40,33,28,39,40,39,37,34,33,38,26,22,22,35,22,33,40,23,34,29,33,40,29,24,32,27,26,35,30,27,27,22,39,23,36,22,31,32,32,34,26,38,29,38,38,38,23,29,35,30,37,24,24,26,32,33,30,37,39,26,37,26,26,24,33,35,26,22,26,24,38,27,34,30,27,25,22,23,35,30,24,32,33,26,24,35,38,31,35,35,28,27,30,40,23,26,33,24,28,33,36,27,22,39,39,38,24,31,27,38,33,29,26,33,37,39,25,34,25,31,25,35,39,35,24,30,27,27,31,31,36,40,24,23,33,38,28,30,38,25,40,37,36,30,29,27,34,30,32,35,25,22,32,24,32,27,28,40,25,24,35,26,34,22,24,31,23,40,34,23,25,22,39,39,39,30,34,40,34,26,36,31,32,40,27,29,31,29,39,38,29,24,39,24,39,26,34,38,35,37,38,33,22,35,24,36,22,28,23,29,39,23,36,22,28,24,37,28,31,30,37,32,33,25,30,40,31,23,26,37,34,34,38,37,28,33,39,34,40,38,24,27,40,37,29,28,25,32,36,23,23,30,24,37,28,25,25,38,38,38,40,38,26,35,33,37,34,22,39,26,23,29,34,26,37,22,28,27,28,32,25,36,37,24,31,31,22,24,36,25,39,27,31,24,36,23,40,33,34,39,31,37,36,37,24,32,24,40,30,22,40,40,28,27,31,28,27,28,30,34,36,28,22,35,24,32,37,33,31,29,22,38,25,26,31,33,37,23,27,22,25,34,39,25,40,35,32,30,29,34,37,34,31,27,30,38,24,32,38,34,38,36,38,31,32,30,32,40,33,32,39,27,26,23,25,37,39,38,28,29,38,35,26,33,36,39,39,26,31,33,22,36,40,33,28,23,35,37,24,37,38,23,28,34,26,33,29
39,28,35,25,27,40,27,36,37,32,37,31,39,32,35,25,25,35,27,25,33,39,31,35,35,40,24,33,24,23,35,35,29,33,32,28,30,39,40,22,33,24,32,22,31,32,33,35,37,24,31,28,29,28,25,37,32,28,27,28,25,30,33,31,30,26,31,36,35,38,26,37,33,31,33,39,27,22,23,40,25,24,36,36,36,28,35,27,28,22,34,38,34,29,31,33,27,29,22,34,30,37,28,24,26,26,22,31,27,22,29,22,31,34,32,31,33,28,22,23,26,30,39,31,34,30,32,26,25,35,35,32,25,26,36,25,23,37,40,32,33,25,23,34,37,23,30,40,40,24,26,24,28,24,40,29,26,30,38,37,23,30,26,34,38,33,34,33,37,37,40,33,37,40,33,37,33,30,30,37,30,30,37,22,35,36,26,39,25,31,30,33,36,22,25,35,22,28,37,30,32,33,26,31,23,35,25,29,31,29,32,29,29,35,40,27,33,35,30,35,35,40,22,26,36,27,36,23,34,29,31,22,28,37,36,30,40,31,32,29,39,37,34,40,40,40,40,29,35,28,24,32,31,39,25,25,25,31,35,23,37,35,30,22,29,25,22,26,22,29,34,39,22,37,36,31,26,32,25,22,23,39,40,30,31,37,22,33,32,22,32,30,33,22,40,34,27,40,38,32,22,24,22,39,23,22,36,33,28,27,26,28,27,30,22,30,34,36,29,31,33,24,36,22,24,26,32,28,29,28,34,32,23,22,32,23,27,35,37,36,28,28,30,37,30,32,35,35,40,25,23,27,28,28,40,40,23,26,33,29,25,26,27,26,25,25,31,38,34,27,25,38,23,31,39,26,27,29,32,38,30,40,25,39,39,32,33,38,36,30,22,38,31,25,31,34,28,29,23,39,40,22,40,23,26,34,32,36,40,31,27,36,26,40,30,34,30,24,32,33,34,28,40,38,31,35,31,29,22,31,23,39,38,37,29,27,36,28,30,35,23,34,40,23,23,38,28,24,33,29,22,30,36,27,29,32,25,37,27,38,33,36,28,24,36,27,38,38,31,33,35,39,33,35,35,30,25,34,24,36,28,37,37,34,39,23,39,38,36,25,28,35,32,35,34,25,36,37,38,22,25,30,38,24,23,36,34,29,35,22,29,33,36,38,39,38,40,37,26,29,28,26,30,23,28,35,40,26,34,38,23,23,28,23,40,40,40,39,22,26,33,29,33,29,39,24,25,37,35,36,36,30,35,38,25,27,31,35,28,33,31,25,30,26,22,27,35,35,34,38,38,39,37,29,25,22,23,40,36,35,34,38,31,22,38,36,40,37,25,32,26,27,28,31,30,35,23,38,29,24,26,27,22,31,38,31,22,39,33,35,28,37,36,30,25,23,31,33,37,37,27,40,33,32,39,27,29,39,39,26,39
30,38,30,26,23,32,27,28,22,40,22,38,38,37,37,32,37,27,23,39,27,36,26,22,33,33,38,39,30,37,30,27,29,30,25,32,28,40,30,27,28,33,38,32,29,34,38,40,34,25,24,33,23,40,27,26,36,36,36,22,30,30,29,30,33,38,22,23,32,24,40,29,36,31,25,25,34,23,40,34,29,38,22,26,30,22,37,30,39,33,24,39,40,39,22,39,38,22,34,29,37,22,36,26,32,27,25,40,31,22,33,36,29,30,29,23,22,25,36,22,28,36,22,29,32,31,34,27,40,28,23,36,31,38,37,22,34,27,25,36,40,40,38,34,25,40,31,39,26,29,34,27,23,37,24,29,36,28,36,37,27,27,33,28,35,39,40,34,23,39,34,27,30,32,23,35,25,39,30,32,35,35,33,27,39,38,30,29,35,23,28,33,22,32,37,35,34,37,23,38,35,29,28,28,39,31,33,24,31,28,33,38,33,23,26,30,33,27,38,35,28,37,27,35,24,24,31,31,24,23,28,38,31,23,33,27,39,27,23,22,29,38,30,36,29,27,27,33,35,27,34,35,28,38,23,35,39,30,31,23,29,32,28,24,33,38,38,28,32,30,36,32,33,25,38,30,34,28,28,40,36,33,31,40,25,25,30,32,31,40,24,24,24,37,36,32,24,33,40,31,23,26,23,39,35,33,26,33,31,26,36,23,22,38,40,40,36,33,39,31,28,30,34,37,34,27,33,26,38,31,30,35,36,22,26,40,22,37,36,27,29,34,33,33,32,35,22,36,33,38,30,26,26,31,29,24,38,39,35,22,25,25,34,38,33,23,31,34,25,35,30,40,29,30,39,29,22,24,37,40,31,27,28,26,30,39,38,24,38,34,33,36,33,36,39,26,30,35,28,28,27,30,27,30,25,24,25,33,31,38,33,26,35,24,40,26,29,25,29,35,24,29,31,26,27,34,22,23,27,33,24,35,30,39,26,35,22,36,29,31,27,39,28,38,35,34,22,36,33,33,28,32,33,22,35,28,27,34,34,22,30,39,35,31,27,24,31,28,38,23,22,23,27,32,24,35,28,34,34,29,31,27,36,26,37,28,22,28,26,38,38,24,28,38,35,32,38,29,31,26,29,23,40,40,39,23,37,33,36,27,29,22,29,32,29,27,30,22,33,26,24,30,35,38,33,31,26,27,30,27,31,40,30,33,30,33,27,28,36,27,32,30,32,34,32,26,38,29,23,26,22,32,32,38,29,37,29,38,33,31,22,29,29,25,39,36,23,30,28,38,35,23,29,29,38,40,28,23,31,36,31,23,22,39,33,30,30,32,39,22,33,26,37,36,28,30,40,37,34,30,31,31,22,26,23,38,39,22,25,39,34,27,37,29,27,23,39,35,38,23,31,34,28,35,27,28,27,24,37,31,34
32,36,29,39,28,29,36,40,40,27,38,36,29,23,32,37,26,25,29,22,38,23,39,35,24,35,33,22,27,34,37,25,29,26,28,31,30,36,29,34,27,40,37,34,22,33,36,31,29,37,28,32,26,22,31,28,28,26,37,36,22,30,39,37,29,40,39,35,27,35,25,37,36,28,28,30,22,30,34,34,40,35,36,24,22,31,34,32,22,31,24,26,38,26,25,40,27,36,34,25,40,40,29,35,24,32,34,31,29,38,34,35,35,30,34,34,29,33,34,32,22,40,34,27,39,31,26,40,36,32,25,26,22,37,34,30,37,31,28,28,39,26,39,33,35,33,31,31,31,28,38,34,26,26,31,40,35,25,34,32,30,31,28,32,22,31,26,23,40,39,22,24,26,22,24,24,24,35,36,29,24,26,29,39,37,36,22,26,26,36,24,28,23,32,22,24,22,39,40,36,29,35,25,27,23,36,39,30,32,26,32,39,22,26,27,27,22,34,31,23,25,34,37,32,31,31,30,38,36,24,35,37,37,33,29,36,25,33,25,32,24,25,32,27,38,34,22,32,36,27,30,23,37,34,34,24,28,26,30,30,32,38,32,35,36,24,27,32,37,23,22,27,38,23,30,27,33,32,25,34,24,38,40,27,29,28,34,24,36,34,28,23,28,38,40,39,31,33,40,29,35,25,27,37,30,31,22,23,25,40,39,34,25,28,36,28,33,22,30,38,31,37,32,38,23,25,24,34,31,25,39,36,32,30,28,32,39,24,28,38,23,25,32,27,27,36,24,27,24,36,24,39,32,36,25,39,28,25,25,23,38,31,37,36,24,38,35,40,26,27,34,26,34,34,31,23,32,33,40,31,25,38,22,36,35,24,33,29,27,33,40,24,25,35,35,31,33,22,28,25,37,35,39,25,35,27,25,33,40,23,22,38,22,26,24,40,33,22,27,33,26,37,28,34,23,38,24,39,30,22,40,23,33,34,36,26,22,37,25,34,40,27,29,40,23,30,24,39,31,36,38,39,35,33,29,35,27,38,38,32,28,28,27,35,36,22,40,33,33,32,24,25,28,38,24,24,23,38,25,28,24,37,23,22,25,40,39,39,26,25,36,36,27,36,31,23,40,29,25,29,31,33,39,29,24,28,22,32,38,34,29,33,24,40,35,31,32,28,25,22,24,34,33,31,30,32,24,38,23,39,26,37,24,32,33,24,35,29,26,22,39,27,35,31,38,39,22,33,27,40,31,38,39,29,37,23,35,33,38,27,28,23,23,22,30,40,29,29,40,33,26,26,22,35,23,37,31,25,30,22,33,22,22,37,39,34,33,36,28,22,37,27,40,38,23,30,28,28,35,23,36,31,39,27,28,23,32,37,36,26,32,31,40,24,23,26,37,27,40,28,27,31,27,40,32,28,36,25,27,31,32
39,34,28,37,39,24,25,29,22,37,38,34,25,35,30,27,23,28,33,25,31,27,28,24,36,39,36,24,24,28,22,24,22,37,22,24,40,36,30,34,34,25,30,37,31,29,37,33,36,38,23,27,40,39,27,40,27,22,28,34,26,30,26,22,22,36,27,22,39,40,25,40,24,23,29,25,29,26,33,30,22,38,26,33,29,36,29,34,27,28,38,32,28,39,37,32,28,25,32,24,30,33,28,29,35,35,26,22,27,34,24,37,27,23,39,35,31,37,26,35,39,36,22,40,33,39,37,26,35,32,33,32,26,23,37,29,29,22,29,32,22,34,28,37,28,24,24,32,35,33,32,40,38,33,38,38,31,28,40,27,22,28,37,26,24,26,23,40,39,37,28,29,26,24,25,29,39,39,26,22,24,24,29,37,38,37,24,27,33,28,27,30,33,31,27,33,30,22,29,30,36,22,24,29,32,33,31,40,23,28,23,24,25,39,37,24,22,25,27,30,35,33,34,30,24,39,30,34,35,33,36,24,27,36,36,29,33,36,29,30,36,37,32,39,27,25,27,39,25,37,30,25,37,25,25,34,24,29,39,39,38,32,35,33,24,37,29,29,38,36,37,22,31,37,33,22,22,22,31,28,29,26,24,22,27,30,38,36,29,38,40,33,35,38,35,36,23,26,36,37,27,29,35,28,34,24,32,24,28,26,26,25,26,22,40,40,35,23,33,27,40,36,40,27,24,27,25,24,32,34,32,23,34,33,38,39,39,35,27,27,24,27,33,35,26,39,22,22,24,38,40,29,31,34,24,23,39,27,28,39,32,26,22,40,32,27,26,37,29,32,31,36,28,39,37,30,30,32,39,25,24,22,29,31,23,31,32,23,37,28,22,34,22,38,25,33,39,38,27,33,35,35,22,27,22,35,33,24,38,33,37,34,30,30,31,35,31,38,28,28,34,23,34,37,23,35,30,22,34,34,27,28,28,25,31,29,34,40,30,40,31,35,33,34,31,35,35,28,28,29,38,35,32,39,25,33,31,30,30,31,27,38,31,40,39,34,36,34,40,28,22,34,38,35,23,36,24,24,32,28,27,34,40,23,31,28,23,36,35,24,26,23,26,30,36,28,30,40,33,29,27,22,22,26,40,40,31,26,36,28,37,25,40,40,34,28,32,31,39,40,24,36,27,40,35,34,29,38,32,34,27,33,35,25,38,31,25,29,31,38,28,26,38,40,27,31,32,35,40,34,32,34,30,33,38,34,40,23,26,37,22,37,22,28,38,28,25,39,30,34,32,23,39,34,39,36,34,29,37,25,31,30,30,22,27,29,32,24,26,38,28,23,28,40,27,26,26,24,32,40,40,31,29,30,36,37,32,36,30,30,34,24,24,28,24,25,35,28,37,37,34,35,39,29,28,38,25,38,26,26,32
22,25,38,36,34,22,37,31,27,34,29,24,29,30,34,30,23,31,23,24,40,30,29,35,35,27,37,29,36,32,22,24,36,38,34,27,24,32,32,23,35,23,27,33,27,36,31,25,28,22,28,24,24,40,27,28,38,37,37,31,31,27,27,32,39,37,25,28,24,25,28,27,37,22,23,23,25,27,26,37,24,29,37,36,27,30,24,38,30,38,38,30,27,26,34,25,32,32,28,33,23,38,24,22,30,34,31,40,23,39,27,39,32,27,26,38,32,36,24,34,36,36,23,28,24,36,35,31,25,29,25,28,28,26,29,37,28,25,35,39,30,24,34,32,38,28,26,33,34,33,25,22,27,23,30,38,33,29,33,22,36,30,39,36,25,36,30,38,32,29,23,24,27,22,26,22,37,24,27,37,39,33,32,31,31,24,38,28,27,27,32,26,30,24,32,30,24,39,28,39,37,28,29,32,31,33,24,39,24,23,40,33,35,32,29,34,23,35,29,27,38,30,34,34,28,34,32,30,40,30,36,28,32,23,22,37,24,37,26,27,24,33,27,34,33,40,31,36,34,32,35,40,34,36,31,27,23,30,36,36,22,28,22,30,37,35,38,37,37,39,34,33,29,23,24,30,23,37,39,25,31,33,23,25,34,26,39,29,40,36,36,40,36,40,40,32,24,22,30,27,30,31,37,28,27,30,22,29,39,37,32,34,35,30,23,33,25,28,22,26,37,28,24,29,30,32,26,22,33,40,30,38,28,30,39,35,31,29,37,28,25,33,29,38,29,37,40,26,32,26,35,22,22,27,36,39,37,37,32,32,23,37,27,30,22,26,33,39,39,29,22,30,26,32,35,24,39,33,34,26,28,40,25,35,40,24,31,27,29,22,39,30,38,37,32,25,28,35,37,38,35,26,35,28,23,30,22,36,40,28,28,31,35,29,24,37,39,24,28,39,28,32,26,38,23,23,28,32,40,31,23,36,35,30,38,37,29,26,33,36,28,36,40,22,30,31,23,38,27,38,24,37,26,30,33,36,35,40,32,31,24,28,37,33,36,34,33,35,40,37,25,34,23,35,35,28,26,36,25,36,33,37,25,38,24,29,25,39,36,39,26,38,39,34,30,26,39,25,23,22,32,22,36,27,40,25,36,38,32,35,34,33,29,38,40,31,38,33,30,28,35,33,22,28,25,31,39,34,35,31,24,35,34,22,39,23,23,36,28,38,30,22,34,23,31,40,34,26,27,34,38,35,23,37,31,33,30,22,34,23,39,38,22,34,27,35,25,40,34,28,23,35,36,37,32,33,26,25,31,32,34,24,40,32,22,26,38,25,26,33,28,36,28,28,35,22,33,30,31,37,34,24,37,34,30,28,31,36,31,24,35,27,34,37,22,30,38,32,40,33,32,25,22,25,38,35,30,31,36,30,24
26,30,40,38,30,24,27,36,38,25,36,24,28,31,29,37,36,33,37,23,39,33,30,27,35,36,34,25,26,32,33,31,23,29,22,36,26,22,25,31,25,31,26,37,23,30,27,39,27,26,30,22,37,28,40,39,39,29,29,39,35,22,35,34,36,24,23,26,30,25,40,26,31,34,40,39,29,32,37,28,35,36,35,29,28,27,25,27,32,29,27,33,35,34,32,29,24,29,37,39,27,35,30,37,23,27,22,22,29,22,29,31,26,38,26,38,25,29,34,29,23,38,35,22,25,33,23,22,28,40,28,35,29,23,22,29,38,31,36,38,29,29,24,25,34,25,37,33,30,24,40,36,23,37,34,27,25,28,27,34,40,40,26,38,37,25,30,22,25,34,23,24,32,30,23,33,31,22,37,23,27,39,22,27,23,36,33,22,28,40,36,39,30,28,36,30,40,25,30,26,32,28,32,32,40,34,31,25,26,37,22,29,25,31,28,26,24,35,23,28,27,39,30,36,35,36,25,27,26,39,28,34,39,24,22,22,25,25,35,36,29,29,37,33,23,31,34,32,37,35,39,39,34,35,39,29,26,27,26,27,39,27,36,27,29,23,30,25,39,23,34,38,26,39,36,35,35,31,40,24,31,28,32,39,29,22,30,30,28,23,35,40,23,32,29,28,39,36,25,24,38,24,27,34,27,38,27,23,40,34,23,31,40,30,34,38,33,37,37,31,33,23,35,25,34,30,34,34,39,31,39,36,29,28,25,24,40,38,32,25,32,40,25,23,28,36,38,35,35,38,31,36,38,28,32,39,32,28,32,32,37,30,32,24,39,24,31,37,36,25,23,30,26,26,38,35,37,25,36,24,26,22,33,24,25,24,27,35,23,23,39,28,38,34,35,30,35,29,39,26,29,24,31,31,23,30,26,25,23,39,32,40,24,40,26,31,23,22,26,32,24,38,23,27,37,22,22,34,27,34,40,32,27,38,27,26,36,27,30,40,35,38,25,40,29,22,24,31,31,30,26,37,22,27,34,33,33,31,32,22,26,32,28,33,28,22,22,38,38,22,31,38,23,22,22,22,40,26,27,23,39,40,27,34,24,37,22,30,36,38,35,25,37,26,27,35,22,36,25,35,27,23,30,31,33,38,34,37,39,37,28,25,40,31,38,25,28,22,36,40,33,25,29,29,28,26,23,40,26,22,40,38,39,34,23,23,25,26,32,27,28,28,38,38,36,25,37,22,27,35,24,22,29,38,23,27,35,22,29,25,39,24,26,33,29,27,35,37,25,32,37,38,23,37,27,34,22,30,34,31,26,23,35,25,34,30,24,39,30,40,40,28,36,32,34,40,34,33,39,31,36,23,23,23,38,38,22,30,26,30,22,24,36,36,35,26,36,30,39,32,39,30,38,34,36,33,29,26,32,23,24
33,35,30,33,32,33,36,38,30,32,26,22,32,22,35,28,35,40,26,35,39,24,25,29,23,29,37,39,38,25,28,38,31,40,33,32,38,36,24,39,31,36,33,26,39,37,34,24,39,39,22,22,23,39,39,29,40,22,28,35,26,25,39,24,39,34,23,31,31,25,34,35,36,25,39,40,29,32,27,23,32,23,32,35,39,23,24,31,35,39,26,35,24,39,36,33,29,39,29,31,35,36,27,32,26,30,31,32,33,31,28,37,39,33,22,32,38,32,24,32,35,39,35,30,29,37,27,40,23,39,24,28,30,30,28,24,38,28,40,36,26,29,30,29,22,40,26,40,40,24,36,23,22,40,40,33,31,25,23,40,36,29,26,38,34,22,32,25,23,26,30,28,30,26,32,26,23,34,34,31,30,24,27,22,28,22,38,28,27,28,29,40,33,37,29,32,28,28,40,23,25,38,32,24,37,34,31,28,35,37,25,28,37,34,26,29,38,27,26,32,38,30,35,35,27,27,24,27,23,25,29,38,34,32,24,26,27,38,22,38,33,33,36,23,30,37,33,32,26,35,38,31,36,35,26,33,30,30,31,38,31,37,22,26,35,23,27,23,32,29,24,36,24,35,24,25,29,35,27,40,29,30,36,27,28,39,38,39,24,38,30,32,39,32,32,29,24,32,29,29,27,39,38,28,29,24,40,34,37,30,31,28,31,32,35,28,29,32,40,22,34,25,32,34,35,27,22,23,24,34,23,33,22,33,31,31,32,24,23,33,35,31,35,37,29,34,28,26,36,34,23,23,29,32,37,36,28,23,36,35,29,38,39,26,23,38,31,25,33,24,39,23,23,23,28,40,31,37,24,33,33,31,33,29,38,23,39,26,37,37,28,32,39,26,30,32,37,34,38,40,33,36,33,38,37,25,30,34,23,32,29,22,36,25,38,23,36,34,25,36,32,24,30,29,32,36,34,29,33,30,39,22,32,24,23,30,37,30,23,29,38,37,35,31,38,32,38,40,32,30,25,33,40,32,36,24,36,31,23,28,34,30,37,37,25,37,35,35,32,33,32,22,27,38,40,33,34,37,30,35,23,34,33,33,38,32,24,24,39,32,38,29,28,22,31,34,32,23,31,22,40,24,28,22,26,39,22,37,24,34,31,31,22,33,24,24,32,25,25,29,36,22,28,23,27,23,27,22,35,24,22,26,25,33,30,28,29,24,38,26,38,26,25,36,39,25,33,39,24,22,31,38,33,22,35,23,35,35,37,26,34,28,39,36,32,29,32,38,27,30,40,37,34,27,25,38,35,40,40,38,37,35,37,29,29,40,39,38,36,30,39,24,34,24,26,40,24,38,39,26,32,31,26,24,25,22,28,33,32,32,29,26,25,24,32,37,26,35,35,40,28,32,23,27,26,31,40,35,27,29,37
